author,comment,published_at,likes
@GilesNgoruh,"10K fools towards the wrong direction..

Why would you even bother if you don't like.pure evils",2021-01-05T15:45:15Z,0
@joochingng1828,"omg hahaha can't believe it's ear infection heard "" ill reflection"" this is such a lovely song thank you Passenger!",2021-01-02T09:27:57Z,0
@loeloe95,A girl sent me this song saying to listen to the lyrics closely. (along with a long list of other romance songs and such) What do you make of that comment section? Is that a good sign?,2021-01-02T07:39:14Z,0
@childericus11,Erm Mike... You didn't ask for my permission to make a song which speaks about me. But I give you that permission cause that's such a beautiful song,2020-12-28T20:32:59Z,1
@robertmosanu3946,beautiful,2020-12-28T05:58:26Z,0
@jojonathanveikune321,The world truly did end in 2012,2020-12-27T01:47:51Z,0
@imiss1D,"when alone you wanna mingle
when you together wanna be single
gets me everytime 😂😂",2020-12-23T17:47:53Z,2
@adarshjoshi1434,Oh you melody ❤,2020-12-23T13:43:57Z,1
@user-kx3xb7dz8z,pessenger saved music,2020-12-19T11:10:47Z,0
@e.p.-brohltal-eifel-rheinl9712,(18.December.2020),2020-12-18T20:54:25Z,0
@dev.osiatech,Good music ❤,2020-12-16T15:55:12Z,1
@abdonashat5318,I can't believe this was 8 years ago 😂,2020-12-15T00:13:07Z,5
@felicialynn8369,So many years later still an absolute favorite that I revisit all the time. ❤,2020-12-12T02:50:41Z,0
@techluvin7691,The pure acoustic version is better.,2020-12-11T04:06:30Z,0
@jimmydirk4653,Shit soo gass 🔥🔥🔥,2020-12-10T04:55:27Z,0
@hayatamal9159,🙃🙃😽😽😽,2020-12-09T17:48:45Z,0
@aa23aaa66,Temazo,2020-11-29T12:17:47Z,2
@leenandume,Here we're in 2020 and still love the hit even when not single🤗,2020-11-23T10:25:33Z,0
@AngelinaSchrijn,"Sings: wrong direction




My mind: One Direction",2020-11-13T11:34:25Z,2
@matsuyagaming132,Pasengger /the wrong direction ☺,2020-10-31T05:58:41Z,0
@xynothsenpai9485,2020 everyone,2020-10-26T02:31:04Z,1
@sagartaj2765,you are a dam good artist love u,2020-10-24T13:22:01Z,0
@davelewthwaite,I can't believe it took me 8 years to notice the picture playing the piano.,2020-10-23T21:47:25Z,1
@littlesims6735,i love this songgg,2020-10-21T18:02:49Z,0
@mihaelatoma590,Cell mai tare filmuleț din lume,2020-10-21T14:37:16Z,0
@emirifranklin2871,Greatest music artist,2020-10-16T12:03:56Z,1
@karunaml3387,coming to this song is always the right direction!!,2020-10-08T12:10:47Z,0
@1998reals,Moment of silence for people who dont know who he is,2020-09-30T14:13:27Z,0
@husan5yearsago262,❤,2020-09-29T08:14:16Z,2
@MorbadMusic,I love this song <3,2020-09-19T21:33:37Z,0
@antarathehobogirl8012,How I repeatedly came here years after years since 2015 .. I love you passenger 🥰 you've been my relief in this chaotic world 😘,2020-09-13T18:35:07Z,0
@yennibarragan6543,I love  😍,2020-09-11T01:41:58Z,0
@AnjaliSharma20760,"Whenever I listen his some songs  I always sayy 
Soo relaxing voice 😢😢",2020-09-02T14:23:19Z,0
@justicemn6965,I farted,2020-09-02T01:36:02Z,0
@sararaquelfdcp,OMG what a beautiful song ❤️,2020-08-28T02:25:18Z,1
@kushagrapachori2175,👌👌👌,2020-08-25T14:07:44Z,0
@cocomeloon6129,Passenger is a legend,2020-08-21T21:32:23Z,1
@scaffidilorenzo10,ti ricordi di me??,2020-08-18T12:40:49Z,0
@BranGaming20,anyone please make the lyric on this video 🙏🏻,2020-08-17T06:58:32Z,0
@stolen9560,Such a wonderful song,2020-08-15T18:50:12Z,0
@Alex-cf8on,"Most nostalgic songs
ho hey- the Lumineers
Olw city- Fireflies 
Avicci- Wake me up
Passenger- Let her go
Gym class heroes- Stereo hearts
American authors- best day of my life
Pibull- Timber
The black eyed peas- I’ve got a feeling
Avicii- Hey brother
Sam smith- Stay with me
Lukas graham- 7 years
Bastille- Pompeii
OneRepublic- Counting Stars
The wanted- Chasing the Sun
Foster the People- Pumped Up Kicks
Phillip Phillips- home
Hall of fame - the script
Radioactive - imagine dragon's 
IZ over the rainbow
hall of fame - the script


Hey soul sister - Train
Fun - we are young
 Safe and Sound and Geronimo
Somewhere only we know - keane
Smash mouth All Star
George Ezra - Budapest
 somebody I used to love
Vance Joy- Riptide
Imagine dragons - It's Time
Kodaline- All I Want
Simple Life by Casey Abrams
Bluebells - young at heart
Stressed out
cheerleader
love me again
GANGNAM STYLE
Repy some nostalgic songs so i can add to the list
Feel Free to cry alittle if you need and or save some to your playlist
Enjoy your nostalgic moments 👍😄",2020-08-15T09:38:44Z,1
@globalmonk5838,"Me súper encanta esta canción!!! .... QUE LINDA COMO TODAS!!...ERES LO MÁXIMO!  ESPECTACULAR TU VOZ. ÚNICA, ALEGRE, BONITA, A LA VEZ, MUY VARONIL. Y ERES SÚPER BELLO.  WOOOOOWWWWW!!  ABRAZO FUERTE DESDE VENEZUELA-LARA.",2020-08-14T13:31:46Z,2
@King1sst,"I listened to this when my Girlfriend broke up with me, I can't explain how I felt, But I know I was drowning",2020-08-09T23:55:08Z,2
@Saba__20.25,"'Cause I love to get loved, but I can't stand the rejection, I hide behind my jokes as a form of protection'
               - C. Bing",2020-08-09T07:45:37Z,0
@addi-paddi-yt8444,If u listen to this in 2020 u are a legend,2020-08-08T20:45:03Z,0
@hifzurrahmanmazumder7194,Hey we are still here r u,2020-08-07T22:39:33Z,0
@berreyilmaz,çok seviyorummm,2020-08-05T19:43:51Z,0
@gavinhowe901,this hits a bit too close to home.,2020-07-29T12:26:47Z,0
@naksh6473,I want this man to achieve blinding Heights,2020-07-26T10:26:58Z,0
@masonlibbey181,I loved his songs since I was 5,2020-07-22T13:05:28Z,0
@thomas-sinkala,10k people thought the dislike button is the download button!,2020-07-16T15:26:04Z,0
@TATZE,i think he will never be old...,2020-07-16T09:01:17Z,437
@antoniamccutcheon4485,I am here because of Dean and Nala. Great song!,2020-07-14T04:17:17Z,0
